Section,Unit,District,Name,Rank,Station,Office 1,Office 2,Mobile 1,Mobile 2,Email
Ranges,Northern Range – Belagavi,Belagavi,"PI DCIB, Office",PI DCIB,Office,2444969,,—,,dcibdwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI FPB, Office",PI FPB,Office,—,,9480804310,,
Ranges,Northern Range – Belagavi,Belagavi,"PI INT DWD (Office at Hubballi), Office",PI INT DWD (Office at Hubballi),Office,2271302,,9449878612,,
Ranges,Northern Range – Belagavi,Belagavi,"Home Guard, Office",Home Guard,Office,2442496,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"DC, Office",DC,Office,2233888,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"AC, Office",AC,Office,2233860,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"CEO Z/P Dharwad, Office",CEO Z/P Dharwad,Office,2447542,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"SP Central Prison, Office",SP Central Prison,Office,2447428,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Police Guest House, Office",Police Guest House,Office,2233209,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"High Court, Office",High Court,Office,2485265,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Social Welfare, Office",Social Welfare,Office,2447201,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"KPTCL, Office",KPTCL,Office,2467001,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Govt. Hospital, Office",Govt. Hospital,Office,2448111,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Excise, Office",Excise,Office,2322066,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"RTO, Office",RTO,Office,2233392,,2233929,,
Ranges,Northern Range – Belagavi,Belagavi,"Fire Station, Office",Fire Station,Office,2794555,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Railway Station, Office",Railway Station,Office,2326859,,2441109,,
Ranges,Northern Range – Belagavi,Belagavi,"District Treasury, Office",District Treasury,Office,2447483,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"DHO, Office",DHO,Office,2745063,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Guest House, Office",Guest House,Office,2447735,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"SP, Gadag",SP,Gadag,08372-236260,,08372-230270,,spgdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"Addl. SP, Gadag",Addl. SP,Gadag,233260,,9480804409,,addlspgdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"District C/Room, Office",District C/Room,Office,220509,,238305,,dcgdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI (W), Office",PI (W),Office,238300,,9480800954,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP, Gadag",DySP,Gadag,238704,,9480804420,,sdpogadaggdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Women PS, Office",PI Women PS,Office,276133,,9480804447,,womengdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,251845,,9480804445,,cengdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Gadag Town PS, Office",PI Gadag Town PS,Office,235233,,9480804430,,towngdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Gadag Town PS, Office",PSI Gadag Town PS,Office,238333,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PI Gadag Rural PS, Office",PI Gadag Rural PS,Office,278703,,9480804431,,cpiruralgdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Gadag Rural PS, Office",PSI-1 Gadag Rural PS,Office,278213,,—,,ruralgdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Gadag Rural PS, Office",PSI-2 Gadag Rural PS,Office,278213,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PI Mulagund PS, Office",PI Mulagund PS,Office,280133,,9480804448,,mulagundgdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Betageri Circle, Office",CPI Betageri Circle,Office,235655,,9480804432,,cpibetagerigdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Betageri PS, Office",PSI-1 Betageri PS,Office,246333,,9480804449,,betagerigdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Betageri PS, Office",PSI-2 Betageri PS,Office,246333,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Betageri Extension PS, Office",PSI-1 Betageri Extension PS,Office,237019,,9480804450,,betageriextngdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Betageri Extension PS, Office",PSI-2 Betageri Extension PS,Office,237019,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Gadag Betageri Traffic PS, Office",PSI-1 Gadag Betageri Traffic PS,Office,238425,,9480804446,,trafficgdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Gadag Betageri Traffic PS, Office",PSI-2 Gadag Betageri Traffic PS,Office,238425,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"CPI Shirahatti Circle, Office",CPI Shirahatti Circle,Office,242434,,9480804433,,cpishirahattigdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Shirahatti PS, Office",PSI Shirahatti PS,Office,242233,,9480804451,,shirahattigdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Laxmeshwar PS, Office",PSI-1 Laxmeshwar PS,Office,272333,,9480804452,,laxmeshwargdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Laxmeshwar PS, Office",PSI-2 Laxmeshwar PS,Office,272333,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP, Naragund",DySP,Naragund,08377-245388,,9480804408,,sdponaragundgdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Naragund PS, Office",PI Naragund PS,Office,245288,,9480804456,,naragundgdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Naragund PS, Office",PSI-1 Naragund PS,Office,245288,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Naragund PS, Office",PSI-2 Naragund PS,Office,245288,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"CPI Ron Circle, Office",CPI Ron Circle,Office,267244,,9480804434,,cpirongdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Ron PS, Office",PSI Ron PS,Office,267233,,9480804457,,rongdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Gajendragad PS, Office",PSI-1 Gajendragad PS,Office,262133,,9480804453,,gajendragadgdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Gajendragad PS, Office",PSI-2 Gajendragad PS,Office,262133,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI Naregal PS, Office",PSI Naregal PS,Office,268233,,9480804454,,naregalgdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Mundargi PS, Office",PI Mundargi PS,Office,262233,,9480804455,,mundaragigdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Mundargi PS, Office",PSI Mundargi PS,Office,262233,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"AAO, Office",AAO,Office,239033,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP DCRB, Office",DySP DCRB,Office,—,,,,dspdcrbgdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP KLA, Office",DySP KLA,Office,220007,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PI Int, Office",PI Int,Office,245044,,9449878613,,
Ranges,Northern Range – Belagavi,Belagavi,"DCRB Gadag, Office",DCRB Gadag,Office,—,,9480806037,,mvccgdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI KLA, Office",PI KLA,Office,236164,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PI DSB, Office",PI DSB,Office,220117,,9480804407,,dsbgdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI DCIB, Office",PI DCIB,Office,—,,,,
Ranges,Northern Range – Belagavi,Belagavi,"PI ACB, Office",PI ACB,Office,232566,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PI FPB, Office",PI FPB,Office,233260,,9480804410,,fpugdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP DAR, Office",DySP DAR,Office,—,,9480804406,,dargdg@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"RPI DAR-1, Office",RPI DAR-1,Office,08372-297268,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"RPI DAR-2, Office",RPI DAR-2,Office,08372-297268,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Railway, Office",Railway,Office,08372-278744,,9480802128,,gadagrly@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"Computer Section, Office",Computer Section,Office,08372-234669,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Balehosur OP, Office",Balehosur OP,Office,08487-271285,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Sub-Jail, Office",Sub-Jail,Office,246341,,9480806486,,dpgadag.prisons-kar@ka.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"Home Guard, Office",Home Guard,Office,220203,,9448355704,,hgofficegadag330@gmail.com
Ranges,Northern Range – Belagavi,Belagavi,"Holealur OP, Office",Holealur OP,Office,08381-266133,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Konnur OP, Office",Konnur OP,Office,08377-266233,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"DC, Office",DC,Office,237300,,—,,deo.gadag@gmail.com
Ranges,Northern Range – Belagavi,Belagavi,"CEO, Office",CEO,Office,234375,,9480865000,,ceo-gadag@gov.in
Ranges,Northern Range – Belagavi,Belagavi,"AC, Office",AC,Office,278506,,8147169363,,acgadag@gmail.com
Ranges,Northern Range – Belagavi,Belagavi,"RTO, Office",RTO,Office,297219,,9449864026,,rtogdg-ka@nic.in
Ranges,Northern Range – Belagavi,Belagavi,"Tahasildar Gadag, Office",Tahasildar Gadag,Office,278532,,7829895434,,tahgdg@gmail.com
